Id;modularity_class
1293241265698545665;0
1421991648196653057;0
1345774016;0
723345902;0
1519565763018960896;0
1436099438435610625;0
1518777710767591424;0
1465198640272588810;0
783444343663239168;0
1548125574723342337;0
935942321756966912;0
1260394469272109058;0
1271454941748629506;0
761831637600571392;0
1445122253281169409;0
1409398977007521795;0
173242630;0
828037913011224576;0
798944575926730752;0
824440233009745925;0
1504951917738348544;0
2533590570;0
1539095298873638912;0
1358202859;0
784992690;0
1518638634597027840;0
1519761247176114176;0
1523529001788391424;0
334828578;0
16193222;0
1271232601819406337;0
25012597;0
1348699159826726914;0
312848382;0
1519003369003569157;0
1424778054224781312;0
888422125245272064;0
1353930068582690817;0
1519402050240479234;0
1520131077184053251;0
1355779161839849472;0
878038676;0
17454769;0
20076659;0
1415595229189660674;0
776080266498482176;0
104850722;0
1522390855679680512;0
221080313;0
1390964126;0
1519436029618446337;0
806632399211593728;0
1269343032471584769;0
1343619613154635776;0
1461730871942082562;0
1519098462725320706;0
2340321796;0
1000635546;0
1512562264661921798;0
1314183694794608646;0
1524239009945292800;0
1519496264705929216;0
1193443495;0
479953114;0
1271415541706547202;0
1414714964812632065;0
725491998732521477;0
26152484;0
953670515033497602;0
2700578686;0
1465321828193292289;0
3257079919;0
993530695732645889;0
771791833;0
278601154;0
4499120360;0
3226444342;0
158507800;0
1496906665354047488;0
560965371;0
360884680;0
1350292709001613317;0
1026808626797858816;0
37335207;0
1522736246346469376;0
497202360;0
816359089022201856;0
1519280286911143936;0
1339795263104409600;0
134265271;0
2801416642;0
38353689;0
88423724;0
491798554;0
1177305456;0
1509626937630674956;0
108971750;0
798244184469753856;0
879468752018038784;0
1358548758;0
1317935707537739777;0
275566734;0
2828685829;0
1523092949491458050;0
1519513912051261440;0
760337630;0
1494352264307384320;0
1309313723430064128;0
4085864957;0
262658666;0
760663144138027008;0
51273261;0
825344288670248964;0
1221893235657674752;0
877985300466745344;0
20509373;0
1420145631318921218;0
1520344867024654337;0
2458908764;0
1150767028275417088;0
1492236313696768002;0
815200205666545664;0
1154452382308134912;0
604932009;0
1536722880;0
1195055952401174528;0
347179726;0
853654222323073024;0
1518689206402486275;0
1519027107036344320;0
908515147865579525;0
1378466349190643715;0
972266184;0
531471136;0
1538021601907683331;0
1357298626884739073;0
1511963706309025798;0
1434198918;0
3376687120;0
2449942754;0
1450136306521157641;0
1519524977875185666;0
821018165358587904;0
1511344561741774849;0
1046236125101207553;0
161985415;0
1025162038086184960;0
348241769;0
1430366996856717313;0
43139246;0
1917632858;0
1382528217777590274;0
1518663414113001473;0
279102995;0
1379165683397763076;0
326879802;0
1527526223223885824;0
1011008340367953920;0
1365457051451682820;0
15488022;0
1496640151824576512;0
1508919303956967424;0
1370824925230080005;0
1519075497493381122;0
1347726672343265282;0
2638470127;0
1544919640954085377;0
194764314;0
101834389;0
275276082;0
3042075512;0
1223724235140599810;0
1519289144735895553;0
1417166838199320578;0
1049787267487813633;0
1519046387287044097;0
1314355597;0
1465126323375030278;0
1468563088719114241;0
1518710331689873411;0
1381451722111901701;0
1519440667252072458;0
359172185;0
260475024;0
4509862400;0
1525219507479912448;0
1683491509;0
1011684854377975814;0
23335023;0
1518668031794286596;0
1138136442;0
712787004132614148;0
1026646054949847040;0
951640327902912513;0
1437470568622673920;0
967847266315726849;0
26844784;0
805791467423879168;0
1048006267233587201;0
2369366671;0
1527317146077827073;0
567554207;0
823743151747858432;0
1283839559323844609;0
806055995692568580;0
451589302;0
993728773483827201;0
761079537417330688;0
383435042;0
785289368533540865;0
60900746;0
1518786614536855552;0
579586396;0
15715289;0
1111683623105777664;0
2393723010;0
1469454303031033856;0
1492791932585656323;0
1519770356302725122;0
1520463691359129604;0
335600127;0
1518739262765776897;0
1327411605202677760;0
1143172129141268487;0
1428340230961221634;0
1195156284493971456;0
769025329163857921;0
1477380978981187588;0
1529204694681264128;0
1358411784571547658;0
